Fluxo;Ano;mes_numero;mes_nome;Município;Valor US$ FOB;Quilograma Líquido
Importação;2023;9;Setembro;Santos - SP;99991595;155738430
Importação;2023;10;Outubro;Cubatão - SP;48135271;147684448
Importação;2023;10;Outubro;Guarujá - SP;61163831;40453327
Importação;2023;10;Outubro;Santos - SP;132559596;171821284
Importação;2023;11;Novembro;Cubatão - SP;31082519;79368782
Importação;2023;11;Novembro;Guarujá - SP;14675512;5460319
Importação;2023;11;Novembro;Santos - SP;154960075;153573411
Importação;2023;12;Dezembro;Cubatão - SP;52786291;176903924
Importação;2023;12;Dezembro;Guarujá - SP;101515229;28504350
Importação;2023;12;Dezembro;Santos - SP;136644276;193748035
Importação;2024;1;Janeiro;Cubatão - SP;29554603;149163322
Importação;2024;1;Janeiro;Guarujá - SP;27513053;46055371
Importação;2024;1;Janeiro;Santos - SP;110159548;188930998
Importação;2024;2;Fevereiro;Cubatão - SP;17800152;104604299
Importação;2024;2;Fevereiro;Guarujá - SP;65269025;22428223
Importação;2024;2;Fevereiro;Santos - SP;77824341;94962753
Importação;2024;3;Março;Cubatão - SP;45160458;167594863
Importação;2024;3;Março;Guarujá - SP;26064851;33374075
Importação;2024;3;Março;Santos - SP;101730695;186471476
Importação;2024;4;Abril;Cubatão - SP;45602734;168346803
Importação;2024;4;Abril;Guarujá - SP;28594166;45991929
Importação;2024;4;Abril;Santos - SP;62361842;114094473
Importação;2024;5;Maio;Cubatão - SP;38809407;169907116
Importação;2024;5;Maio;Guarujá - SP;24096037;5415893
Importação;2024;5;Maio;Santos - SP;125869980;228280727
Importação;2024;6;Junho;Cubatão - SP;61649290;142869294
Importação;2024;6;Junho;Guarujá - SP;24377166;28555306
Importação;2024;6;Junho;Santos - SP;93776950;172156389
Importação;2024;7;Julho;Cubatão - SP;100052178;298280503
Importação;2024;7;Julho;Guarujá - SP;27709454;31426648
Importação;2024;7;Julho;Santos - SP;86467809;172247661
Importação;2024;8;Agosto;Cubatão - SP;82539399;254171148
Importação;2024;8;Agosto;Guarujá - SP;35039750;29433899
Importação;2024;8;Agosto;Santos - SP;54616522;97124021
Importação;2024;9;Setembro;Cubatão - SP;56024458;215783323
Importação;2024;9;Setembro;Guarujá - SP;22811553;27151020
Importação;2024;9;Setembro;Santos - SP;108679805;193264968
Importação;2024;10;Outubro;Cubatão - SP;69941100;228663554
Importação;2024;10;Outubro;Guarujá - SP;24520025;46864722
Importação;2024;10;Outubro;Santos - SP;66337788;117642794
Importação;2024;11;Novembro;Cubatão - SP;23724031;51352694
Importação;2024;11;Novembro;Guarujá - SP;24082473;16338223
Importação;2024;11;Novembro;Santos - SP;101609006;151955130
Importação;2024;12;Dezembro;Cubatão - SP;18448100;126476489
Importação;2024;12;Dezembro;Guarujá - SP;25190667;47455136
Importação;2024;12;Dezembro;Santos - SP;59874206;107681432
Importação;2025;1;Janeiro;Cubatão - SP;50863317;179019683
Importação;2025;1;Janeiro;Guarujá - SP;20409780;24589515
Importação;2025;1;Janeiro;Santos - SP;88116725;129062572
Importação;2025;2;Fevereiro;Cubatão - SP;27498564;132441839
Importação;2025;2;Fevereiro;Guarujá - SP;30699986;34226620
Importação;2025;2;Fevereiro;Santos - SP;2733441512;276982350
Importação;2025;3;Março;Cubatão - SP;16748775;97758817
Importação;2025;3;Março;Guarujá - SP;22420999;53806184
Importação;2025;3;Março;Santos - SP;65563521;118643914
Importação;2025;4;Abril;Cubatão - SP;44929027;137769667
Importação;2025;4;Abril;Guarujá - SP;20881569;46692407
Importação;2025;4;Abril;Santos - SP;74908647;105202173
Importação;2025;5;Maio;Cubatão - SP;53356408;170680225
Importação;2025;5;Maio;Guarujá - SP;34295294;68573436
Importação;2025;5;Maio;Santos - SP;96189929;190629954
Importação;2025;6;Junho;Cubatão - SP;26724136;128058830
Importação;2025;6;Junho;Guarujá - SP;18301309;42951555
Importação;2025;6;Junho;Santos - SP;77696378;128864626
Importação;2025;7;Julho;Cubatão - SP;103203705;338884356
Importação;2025;7;Julho;Guarujá - SP;25371348;56081706
Importação;2025;7;Julho;Santos - SP;211435075;156241833
Importação;2025;8;Agosto;Cubatão - SP;58617341;186327289
Importação;2025;8;Agosto;Guarujá - SP;59483206;63789203
Importação;2025;8;Agosto;Santos - SP;66023837;86629820
Importação;2025;9;Setembro;Cubatão - SP;64747212;184385917
Importação;2025;9;Setembro;Guarujá - SP;78404113;45535910
Importação;2025;9;Setembro;Santos - SP;74463444;114965342
Importação;2025;10;Outubro;Cubatão - SP;69057148;188501861
Importação;2025;10;Outubro;Guarujá - SP;23575042;25728495
Importação;2025;10;Outubro;Santos - SP;104934328;163166385
Importação;2025;11;Novembro;Cubatão - SP;47513254;142164384
Importação;2025;11;Novembro;Guarujá - SP;30931440;46967859
Importação;2025;11;Novembro;Santos - SP;63998954;115667387
Importação;2025;12;Dezembro;Cubatão - SP;32560604;141308855
Importação;2025;12;Dezembro;Guarujá - SP;27881072;23258223
Importação;2025;12;Dezembro;Santos - SP;79091222;131394202
Importação;2026;1;Janeiro;Cubatão - SP;58037070;196298698
Importação;2026;1;Janeiro;Guarujá - SP;26368653;47360180
Importação;2026;1;Janeiro;Santos - SP;52457097;75881203
Importação;2026;2;Fevereiro;Cubatão - SP;61711984;143119887
Importação;2026;2;Fevereiro;Guarujá - SP;70259578;64934101
Importação;2026;2;Fevereiro;Santos - SP;56567022;83161641
Importação;2026;3;Março;Cubatão - SP;32571301;118031599
Importação;2026;3;Março;Guarujá - SP;20406579;36498128
Importação;2026;3;Março;Santos - SP;79547609;110989929
Importação;2026;4;Abril;Cubatão - SP;77880220;167507685
Importação;2026;4;Abril;Guarujá - SP;32262471;61809346
Importação;2026;4;Abril;Santos - SP;160719360;170666944
Importação;2026;5;Maio;Cubatão - SP;54507861;122503359
Importação;2026;5;Maio;Guarujá - SP;31815528;49852443
Importação;2026;5;Maio;Santos - SP;198285617;220437540
Importação;2026;6;Junho;Cubatão - SP;89040912;185525162
Importação;2026;6;Junho;Guarujá - SP;26666884;65881954
Importação;2026;6;Junho;Santos - SP;91927610;140402112
Importação;2026;7;Julho;Cubatão - SP;138003049;214516389
Importação;2026;7;Julho;Guarujá - SP;26016523;60958388
Importação;2026;7;Julho;Santos - SP;100095698;169468716
