Fluxo;Município;País;Código SH4;Descrição SH4;Ano;mes_numero;mes_nome;Valor US$ FOB;Quilograma Líquido
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2025;6;Junho;1207130;45819998
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2025;7;Julho;1199115;44686175
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2025;8;Agosto;1229610;45810790
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2025;9;Setembro;1176278;43826000
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2025;10;Outubro;1216907;45353869
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2025;11;Novembro;1208644;45041807
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2025;12;Dezembro;1230156;45850000
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2026;1;Janeiro;1227058;45734568
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2026;3;Março;1274970;51618233
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2026;5;Maio;1240721;50231625
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2026;6;Junho;1215361;49204898
Importação;Cubatão - SP;Chile;2501;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes;2026;7;Julho;1276168;51659840
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;1;Janeiro;8136211;33986993
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;2;Fevereiro;2423079;11870604
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;3;Março;4426886;21622997
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;4;Abril;4718388;25533344
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;5;Maio;6272260;38169108
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;6;Junho;4739717;28647177
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;7;Julho;6836645;42452981
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;8;Agosto;2268605;14663660
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;9;Setembro;10976888;64788692
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;10;Outubro;8723078;51789440
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;11;Novembro;2801463;19073288
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2019;12;Dezembro;3060569;22646815
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;1;Janeiro;5051255;36287912
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;2;Fevereiro;2917035;23934230
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;3;Março;4126542;35974458
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;4;Abril;2477315;24784695
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;5;Maio;2658632;32894624
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;6;Junho;2723973;28099771
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;7;Julho;3231089;32075031
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;8;Agosto;3575028;37841863
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;9;Setembro;450433;5905861
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;10;Outubro;3259936;36312347
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;11;Novembro;3365427;31120189
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2020;12;Dezembro;6854889;50982438
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;1;Janeiro;4443858;29073987
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;2;Fevereiro;4643118;30230426
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;3;Março;5121901;32577362
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;4;Abril;2420380;14621569
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;5;Maio;384042;2020099
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;6;Junho;3855498;20042152
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;7;Julho;177879;1098332
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;8;Agosto;2795679;17045532
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;9;Setembro;4249926;26190588
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;10;Outubro;5895210;30354506
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;11;Novembro;309342;1553962
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2021;12;Dezembro;3402754;12996938
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2022;1;Janeiro;6937165;29020743
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2022;2;Fevereiro;4531423;17115777
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2022;3;Março;381333;1300506
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2022;4;Abril;285979;970683
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2022;6;Junho;287593;811317
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2022;8;Agosto;481403;1204322
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2022;9;Setembro;3990860;9991027
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2022;10;Outubro;747471;1990949
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2022;11;Novembro;1964755;5221957
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2022;12;Dezembro;3210470;8532524
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2023;3;Março;14908228;44814989
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2023;6;Junho;1585105;6375840
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2023;7;Julho;8507019;34169705
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2023;9;Setembro;2103733;10480997
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2023;10;Outubro;5099154;24026981
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2023;12;Dezembro;627864;5046866
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2024;1;Janeiro;4666284;36136264
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2024;2;Fevereiro;1913634;15554849
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2024;3;Março;2976578;23990942
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2024;4;Abril;4063374;32771373
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2024;6;Junho;2406484;19736050
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2024;7;Julho;2931472;23999389
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2024;8;Agosto;1946588;15915829
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2024;9;Setembro;2409874;20029416
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2024;10;Outubro;4202549;34922368
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2024;11;Novembro;985894;8185980
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2024;12;Dezembro;5723622;36586532
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;1;Janeiro;1973156;15019522
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;2;Fevereiro;2773701;21053425
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;3;Março;6101501;46370092
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;4;Abril;5562636;38058193
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;5;Maio;12216829;59021645
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;6;Junho;8459775;39628739
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;7;Julho;11104310;50288228
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;8;Agosto;11009650;50084443
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;9;Setembro;8630412;38057060
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;10;Outubro;3270426;17949815
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;11;Novembro;7616002;40765036
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2025;12;Dezembro;3113022;14090242
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2026;1;Janeiro;7932071;39066172
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2026;2;Fevereiro;11064980;56891364
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2026;3;Março;5744095;31018713
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2026;4;Abril;9740329;53438918
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2026;5;Maio;7319888;37028664
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2026;6;Junho;9973150;58796848
Importação;Guarujá - SP;Estados Unidos;2815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio";2026;7;Julho;9080187;51878947
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;1;Janeiro;10614880;44997425
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;2;Fevereiro;14387537;59500000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;3;Março;11598192;47500000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;4;Abril;10020282;40650000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;5;Maio;4445887;17500000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;6;Junho;6495395;27520000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;7;Julho;18298740;75880000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;8;Agosto;11245641;48143000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;9;Setembro;6369857;26840000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;10;Outubro;14182220;59838905
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;11;Novembro;6449745;30220000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2019;12;Dezembro;7088928;36342470
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2020;1;Janeiro;14002359;74719000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2020;2;Fevereiro;10700126;53550195
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2020;3;Março;15562959;70560490
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2020;4;Abril;5594776;25500000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2020;5;Maio;10431464;46480390
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2020;6;Junho;11818362;51370000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2020;7;Julho;11732093;50171800
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2020;8;Agosto;14779762;63660000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2020;10;Outubro;17162609;71500000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2020;12;Dezembro;9005486;37897450
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;1;Janeiro;13899427;54010000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;2;Fevereiro;10098349;38876000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;3;Março;23111323;87850000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;4;Abril;5410397;20271870
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;5;Maio;14678572;54671340
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;6;Junho;17592242;64626340
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;7;Julho;10301845;37443500
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;8;Agosto;24041209;83434620
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;9;Setembro;16376450;59139000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;10;Outubro;19224660;67208480
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;11;Novembro;19323138;64701000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2021;12;Dezembro;19025063;66200000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;1;Janeiro;16488531;60014415
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;2;Fevereiro;8235518;29331440
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;3;Março;24625003;79687000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;4;Abril;17871967;56669690
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;5;Maio;16176583;44790000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;6;Junho;32725394;80922220
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;7;Julho;27262870;60798170
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;8;Agosto;30466313;66433214
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;9;Setembro;22916079;48128200
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;10;Outubro;18327900;38350000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;11;Novembro;5899875;12500000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2022;12;Dezembro;6773118;19800000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;1;Janeiro;19243535;54142237
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;2;Fevereiro;5163754;14500340
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;3;Março;21032647;58791570
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;4;Abril;2187376;6350000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;5;Maio;9022376;26450000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;6;Junho;16660962;50304310
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;7;Julho;6420942;19800000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;8;Agosto;4884000;14800000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;9;Setembro;5610000;17000000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;10;Outubro;11123988;33807306
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;11;Novembro;943500;2850000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2023;12;Dezembro;11187939;38507564
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2024;1;Janeiro;21082852;76517243
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2024;3;Março;21276928;80308000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2024;4;Abril;7957960;29000000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2024;5;Maio;21076829;79623270
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2024;6;Junho;22586623;81207725
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2024;7;Julho;15960088;58973427
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2024;8;Agosto;13281735;48850293
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2024;9;Setembro;13036199;47400726
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2024;10;Outubro;6435506;24200000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2024;11;Novembro;13478383;56300363
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2024;12;Dezembro;8882766;39736165
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;1;Janeiro;8570843;36739920
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;2;Fevereiro;19494041;83340265
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;3;Março;13236028;56400000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;4;Abril;8104410;33518000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;5;Maio;28415699;115789266
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;6;Junho;7977900;31900000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;7;Julho;20159726;82700983
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;8;Agosto;12882350;54200000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;9;Setembro;11746913;49708000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;10;Outubro;21445364;89316160
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;11;Novembro;11790500;51500000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2025;12;Dezembro;13127862;59018780
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2026;1;Janeiro;10047683;46526905
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2026;2;Fevereiro;10260343;46849840
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2026;3;Março;10340288;48100000
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2026;4;Abril;13954873;60234679
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2026;5;Maio;11043305;44230557
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2026;6;Junho;15803634;65238996
Importação;Santos - SP;Argentina;1001;Trigo e mistura de trigo com centeio;2026;7;Julho;13870309;56256466
